planet_ID,planet_temp,log_H2O,log_CO2,log_CH4,log_CO,log_NH3
67,626.027755201431,-6.5403315827611035,-4.8112037053460455,-8.779685527823244,-5.673252868075856,-5.322313819318802
68,1643.0515021926817,-6.7086082494251364,-5.606859022098782,-4.022547774973933,-4.068084127978546,-4.908434438625908
69,1417.763132296052,-4.9931998733461125,-4.513887107006708,-5.293647398433686,-3.209677880492494,-7.094793672505635
70,1315.5257177919163,-4.474962386652814,-5.686083079944783,-8.85327674663925,-4.2522156533192925,-4.572050047421826
71,1093.47358645168,-7.197269498512258,-8.974171774319865,-5.751689534937379,-5.158314566646553,-4.696350402669289
72,507.74842217404824,-6.557229691149051,-8.835858951662088,-8.695643631093649,-4.555595266203157,-6.131211270183907
73,1547.8863185371672,-4.30102142894773,-7.5991913350295786,-4.04579137508504,-3.4796923105442725,-4.286746526886907
74,825.7576115071361,-3.3909190124602873,-7.31433473309256,-8.346974785643273,-4.8065874718768145,-6.967877557074404
75,1199.5678482958137,-7.635883812245324,-6.915301770962778,-5.62382767012024,-4.24569928707126,-4.149516749202564
76,218.8730209488007,-3.229220075343677,-6.989397274679295,-5.406940175277309,-5.736169623272223,-4.160358044810124
77,1094.955219263741,-3.6921655608108193,-8.12868304522527,-7.887942802481868,-4.960307621644627,-4.981804860093092
78,477.690264411584,-4.408521387356029,-7.791207655072106,-8.426289837377421,-4.469129703276662,-6.680748469241777
79,1612.2615277842804,-5.351174754478784,-5.236739061369027,-8.15673497047435,-4.942038397509364,-8.457415050695172
80,577.9652675542992,-6.091068103107314,-8.398108058362244,-3.110494615370933,-4.986960309794658,-8.916509276653429
81,1331.4483780309088,-7.091353374146509,-6.750492688575692,-5.1092985215166,-5.693367536929365,-4.139959687880183
82,1550.1795489664341,-3.8108604244827005,-6.219443534318117,-8.890402664625396,-4.891362823225315,-6.548529845128611
83,1054.8189732117826,-6.800787949401496,-8.11397348078765,-5.022948343950137,-5.589756980896599,-5.690945081308472
84,701.927050345094,-8.036761624729323,-4.429198328899857,-6.768058224478402,-4.943606392136127,-6.515802502584686
85,733.6546404638641,-8.765467798493708,-6.589203664779421,-3.0816922225835075,-3.1105375609453603,-8.206466115881952
86,2003.7468569292423,-4.607212496823043,-4.466053110240637,-3.363154310338601,-4.914982541420341,-4.257859805404383
87,505.3183866409386,-7.261268054652072,-5.4123527335016615,-7.122300978479105,-4.583744398005182,-5.835184163416804
88,556.2523054425689,-3.7769382781550096,-5.430619537960363,-3.7259559451781357,-3.546146834775657,-5.1262922779832
89,396.389618544465,-7.876110509664897,-5.463295438353845,-5.361526736411743,-3.524187231709763,-8.960635534065636
90,428.14396599110785,-8.680352136765887,-6.707933602002036,-5.961668751576886,-4.048263022127186,-5.9134437429140885
91,1579.570204839939,-8.065916939185486,-6.19275912691336,-6.72305681693128,-5.573651023370098,-4.541119068592914
92,839.1474095031741,-6.52649151076868,-6.287131545469313,-8.327420033675706,-3.592500098524339,-6.717193959618981
93,1582.2853363752508,-4.875361635049617,-8.009215432881227,-5.74320898885456,-5.326186034164404,-4.105429060986275
94,410.58670910263794,-7.31996528922102,-7.568775281418816,-8.084251147230995,-3.2594885260204363,-4.611932689893113
95,454.27097738005034,-5.972500834832763,-5.186283165307467,-8.601801962867388,-3.000122749745733,-7.984502616492811
96,787.4339674136759,-3.934406425218935,-5.077884768282374,-8.979134437217633,-4.1134483099887085,-8.468008378465004
97,1160.5010097913585,-8.836681759522305,-4.148916952549918,-3.3311721743436724,-5.695541404961248,-8.230543827275538
98,1888.2458753746541,-3.0085901638136097,-6.931328145536744,-6.58995297656001,-3.7041665017989502,-4.81893814638512
99,4253.8045891816755,-7.101011870903885,-6.30859952688952,-4.141548907068477,-4.967383423387333,-8.663712593784954
100,1239.5350909344932,-5.728687068990308,-7.664997128188441,-8.048571458313058,-5.9248479493134605,-7.798621959269575
101,1307.5001594477692,-8.527238441670065,-6.993189796297019,-8.46675535254046,-4.243477084433801,-7.486172239760041
102,630.7332622362333,-8.281832653141283,-6.632091452934746,-6.421196238382989,-3.114610801573208,-5.032978823662413
103,741.6232964092002,-4.355408209524093,-6.746918048112545,-3.3828397458570425,-4.608534097480717,-5.568841724814865
104,801.6675655934966,-7.240619921280759,-6.723711809916707,-4.994874818613162,-4.777773055805689,-5.817058942920129
105,829.7978222395986,-4.038090822149538,-4.731412684045817,-7.95171026520062,-5.6454015145410406,-8.120833832958585
106,1464.4110165061613,-6.178672572208967,-8.66991616175775,-5.631197363196309,-3.6906306955161616,-7.597756432668911
107,1278.5225902446075,-6.603030381517428,-6.101045869742834,-6.187005404218629,-4.81053907608747,-6.6542148508519325
108,1278.5961494703965,-5.6589362669505645,-5.826016056589014,-8.237549449323847,-3.273100850915764,-8.251721134254096
109,4384.970628789996,-7.4323807428887525,-4.361103038628844,-8.326118115899298,-5.3872181288888354,-4.493277956026573
110,1152.0285801997354,-8.614246184145173,-8.399307741434109,-3.3580070323714555,-4.730265384540088,-7.1655221769266415
111,747.7930122366923,-7.273992204385326,-6.01554702650637,-6.903047755910771,-3.511867161151298,-6.910300700511764
112,1418.5804372620146,-5.3396433342175715,-5.7671597527559815,-3.1987629892005174,-3.9550709675607614,-6.510683097792315
113,1470.6225048422596,-6.250801637964615,-5.480128335404716,-7.985618544396365,-4.12780292472169,-8.345254865597061
114,2404.115721116669,-4.880108292599663,-6.2105101694302824,-6.6392920785041944,-5.873853230365754,-6.9165715339990985
115,856.5206156917607,-3.12942352211153,-4.943995196426634,-7.971514534943673,-3.1666564042913894,-6.661402230393749
116,913.3724230594999,-5.563080182979364,-8.823485401153409,-7.286128854563228,-4.228868550912382,-8.075891448394371
117,1109.894727196526,-3.146750517367911,-4.636204307416069,-7.206584111985043,-3.2927004700997777,-7.855883877500839
118,1718.3887552868982,-6.736129419575872,-6.2358136773458535,-7.938582115717816,-5.766468321221176,-7.908810380060336
119,1031.6672165765165,-8.583889935865308,-7.016333316105133,-3.226499941929127,-3.6541597963389623,-6.4440870655613685
120,474.73151491776554,-6.860133705532752,-6.198327570386162,-7.929189626576898,-3.114543785561124,-5.139514921008154
121,1928.0608748026548,-5.762071407021942,-5.034439504621255,-3.3203264880886607,-4.355585690298581,-8.4361991445914
122,1212.154265525527,-8.730574426920661,-5.491068849459705,-3.869829045962762,-4.126514023275335,-4.8155937240678925
123,1839.8519952498496,-7.677871520290747,-4.725892710253622,-3.04249811232728,-5.3210966482834126,-6.311387304762169
124,794.0530365934632,-3.9297628410196532,-8.124419949360066,-4.950310908424929,-4.915251984895891,-6.087577958786152
125,957.7019609932426,-3.2112081078695454,-4.482757126761149,-6.982959073906846,-3.2394637550226726,-6.359907957944123
126,241.63838573129263,-3.7263232879536465,-5.953431139170684,-4.999745510372382,-4.430736901785311,-7.6641832132918655
127,1756.0292612648493,-3.3719952342266994,-5.572698008536224,-3.7627283302461247,-4.069107858794169,-6.035850544917076
128,810.7442166093049,-6.8593920551038625,-4.767278770007725,-7.098675365382206,-5.394198065197334,-4.248224758656471
129,570.8272431644635,-6.962692313168294,-5.22634329126198,-3.070031192872814,-3.04939790071953,-7.56870221095062
130,717.7350730107098,-8.241228048953126,-5.608677974832968,-6.518006388543945,-5.44471051973788,-5.480292799510433
131,504.19897232158274,-7.9668793332703824,-7.7578025146605984,-5.355974974437517,-4.015014187357633,-4.462095933985899
132,1099.0577160450894,-3.2917524754232135,-6.552617795571181,-6.6688797264315465,-3.5508333123166578,-5.517602373096722
133,1080.1941778196374,-3.319435571766804,-8.765042758141524,-8.047229600648809,-4.910108167142437,-6.876410877216788
134,877.2454695276597,-7.227407007149848,-5.5984118895083945,-5.3516051264810836,-4.678397077642198,-6.322695582502229
135,2132.968554742264,-4.899486717203357,-6.151984911199664,-5.123320091732268,-4.3494242913489245,-5.099836324214751
136,513.3551044734556,-6.079853793902082,-4.634150244383488,-4.379908540788803,-4.21066571389262,-8.709810148235372
137,1135.6835049688189,-3.2426725032015637,-5.094894887617178,-4.679514606659842,-3.0627308759340544,-8.0848570289162
138,1419.5821196348097,-4.51633036498831,-8.475638266678907,-4.804988838300133,-5.626903961738172,-6.258471765028336
139,1875.2854582925397,-4.246489201451676,-7.8611591354451456,-8.815289389691987,-4.493094903927577,-5.713328956376268
140,2788.66303268895,-5.787407252213935,-4.354996355046132,-3.578302496279055,-3.819283898550485,-6.389534715593893
141,471.30296181914787,-6.966046737965833,-5.492590320994637,-3.014931600763928,-4.274094501156028,-6.454501541991877
142,1377.3992065025056,-8.163438053659634,-7.265691918540988,-8.595736653653907,-3.966614801859462,-5.25647811925503
143,1182.2781845518766,-4.615543598483744,-5.54206550628536,-3.3468448691335144,-4.06430989778322,-6.133151568133057
144,1001.5781876184161,-7.37230214247761,-6.076709913145657,-5.8862575656522385,-3.059474646254886,-4.132565088614473
145,1182.4451370834859,-6.073179527454989,-5.950687622121344,-3.0172481733892376,-4.560096042545767,-4.4498238431435295
146,1048.4213931930858,-5.751465793345677,-7.52495453081726,-8.879341741491528,-5.1785102229311235,-7.831994494334333
147,598.5064034738099,-5.504216080159089,-7.943615791369044,-8.55274104466196,-5.113399941008217,-5.106943441870673
148,1601.2125772036875,-6.865586830154207,-7.111736561286142,-7.914512478968379,-4.952594186708625,-5.352438436353452
149,1142.87334002605,-7.864123016236799,-4.518432157803978,-8.671634560101147,-4.020816644754324,-4.743551832670898
150,967.2939931988335,-6.831955807081884,-5.622144199978264,-6.552721257984599,-3.752009849978454,-6.54257005125579
151,1487.3788349690994,-3.786782907628547,-5.546408785359137,-6.731509995878496,-5.932486639416561,-8.130728797317344
152,581.1385008992345,-4.492666278505314,-4.810704528374739,-3.9544074163448,-5.432425811445458,-4.851438316450209
153,1061.3503461298951,-7.394207605247032,-8.994621361001819,-3.1705457739495566,-5.826069007527032,-8.741972453356293
154,1148.9509389651598,-8.85263514859133,-4.68633287350069,-7.869718055593845,-4.929581840214862,-5.237681326048686
155,654.8937981887865,-5.2176862145813985,-6.2216573202001655,-4.828919792584448,-4.408330307363663,-6.119169097049598
156,864.1612182433475,-6.618924949947199,-7.472481476915097,-5.926167216679591,-4.15009919530033,-7.036339400812894
157,1305.6908216139293,-5.990170561546776,-6.492303207397151,-8.167348532669946,-4.162269233447837,-6.8701733896714625
158,884.1402226963731,-7.000959217112622,-7.066129727319541,-5.689700723934508,-4.447615166496197,-8.853627270545227
159,1739.320571496569,-5.428834401315687,-6.177166415188772,-3.2303441766508882,-3.2651789499463506,-7.15470629657626
160,1208.9229371786748,-8.237983023800098,-5.1851112239225134,-8.749657972240907,-5.506611676916783,-5.087428455230721
161,2358.184422842312,-3.1273733237729564,-7.268812719243281,-7.773707765801619,-3.3908855210990225,-5.5248951095563035
162,1629.4128105150028,-7.034939337776041,-5.963196131082446,-6.58846504246927,-4.96473538312644,-6.747048877617079
163,446.28422209322275,-5.698110407432903,-4.54679761625921,-4.992604314241103,-3.7459779640419724,-5.519216041178135
164,937.4170017470866,-6.634531521405329,-4.955532842809322,-5.107974050486644,-5.5971718382652975,-4.792025672380338
165,593.1257583724127,-7.229579347662472,-8.872832999531216,-6.666879625175413,-4.280649922719729,-5.803725855813326
166,2187.152220172205,-6.511386147200403,-8.814673683556402,-6.002105843850892,-5.123972745206073,-6.839776521391552
167,1764.5842256857723,-7.986337238146111,-5.425713857107523,-6.3237348591205915,-4.297484114528313,-5.973082070337027
168,808.3357999106702,-8.69822513405804,-4.2561993032549985,-4.646355114532522,-4.644334949729947,-7.305975652207541
169,392.77262662532246,-7.354352149210682,-4.776987306501861,-8.724043802244363,-5.019374198677651,-8.087974412433146
170,1829.911935699717,-6.451217479739067,-6.886186355397668,-4.228546507453249,-4.846431643315277,-8.079261813592368
171,902.9988250278096,-4.859695472188476,-6.411303359027878,-8.081142216839309,-4.407765578665391,-7.471712634684732
172,1435.2116331120762,-8.75848528204911,-7.722396378514218,-8.898205838112355,-5.327758014044029,-6.738864353385086
173,2965.53968536839,-4.766728757085474,-4.616881241426789,-7.791076924613946,-3.2718361579083752,-6.9689992498910485
174,543.781407839153,-6.890046425064041,-4.938474549867009,-7.17943052393447,-4.027017958430719,-8.458999412186262
175,283.43895518139715,-5.109826176141059,-7.63415142348763,-5.554076051445366,-4.7888758831943505,-4.8172863667947095
176,828.836118576603,-8.985811413284592,-5.445513442260072,-8.124166326658088,-4.322148353799167,-6.09007402418159
177,1512.4354860943615,-7.189898750361943,-6.601922054064678,-5.034087186650026,-3.8999454749682103,-8.019032173683533
178,570.935987177446,-8.34659686481159,-8.42817597657786,-8.528629461316296,-3.348525590677379,-6.2831699508847265
179,3113.3957865413195,-6.99578542625044,-5.976193024422246,-6.657979200581095,-5.572954279727266,-5.2453457084345745
180,695.2004084397515,-7.67655197163274,-5.334381382356503,-6.788116798880066,-5.745213900774677,-8.354822550286023
181,1738.7853672338379,-7.218300079124778,-4.772451276418128,-3.5291421706502204,-5.719652293744474,-4.871904590184357
182,909.3390520783898,-3.3572648097727127,-4.920799544326848,-5.306055623570258,-3.8426568257121576,-6.725401769740547
183,1381.5365078742211,-8.594593412023345,-8.343299195377833,-4.701972870187241,-4.517748264615124,-5.5987503251051995
184,1241.1963009021217,-7.077554325530526,-4.63868509082255,-3.970896438893301,-5.973907544260283,-4.686015951277314
185,1117.7191841654578,-4.378802997576402,-5.438660967482454,-5.790678098313789,-3.9804011471894327,-7.264286907775471
186,642.6865597293868,-6.479603741496979,-5.021454305356325,-4.580790895392448,-5.8792124556437,-5.32203943792519
187,1158.4290931793596,-6.188889562611967,-8.790963632040446,-6.85307751996412,-3.523516107039228,-6.929403516771401
188,669.124394053181,-4.215365153824268,-7.01936964873228,-7.1004175580627225,-5.750340910873152,-5.127406730524159
189,974.010171492953,-3.8094603634922457,-4.347426012990895,-6.267660481985858,-4.5503608897489976,-6.790372335218092
190,1417.856678286509,-4.8217646247924595,-5.382619271663188,-3.975246624642785,-4.839852451959362,-5.356680436846801
191,441.2222510802882,-4.190325951295974,-8.525787076786669,-7.287841502458571,-4.582804477347156,-6.1605579825464325
192,408.97792988086184,-3.3374777500051316,-6.073692888230735,-5.2475926616956325,-5.896300019846338,-6.326580822569589
193,548.3435038236686,-7.891330864408324,-8.873127690249799,-7.41128528312788,-5.935978516819248,-8.13489761736796
194,954.2708308815534,-6.548160351278598,-6.689063298502489,-7.3933833758836105,-5.013926174834351,-8.256275764014761
195,1282.072954579814,-4.972466531045548,-6.29725323974956,-8.566538848579844,-5.575184418886583,-4.538242220326191
196,670.4072503924093,-6.664646126963627,-5.912890292298191,-6.518814384291508,-4.32134573291969,-8.36258858330009
197,618.9122125830277,-8.189782314321945,-6.391059628520739,-7.541059220602462,-4.662320484021638,-8.940762668457076
198,1529.1528615000827,-8.541144471940967,-8.878670101224916,-8.743242265676487,-4.9882825080403475,-5.707451096582699
199,1267.1223972391472,-7.634304654277456,-4.23779487094474,-6.234403869017471,-3.684801985172149,-8.00589496678029
200,1724.832271119892,-4.5550975804543175,-6.208211871968679,-7.789051700118561,-3.1695981846874344,-5.86791960093705
201,1790.4866412506174,-8.171083105072523,-7.95291262198121,-3.6907950790000115,-3.839548400684258,-5.524092552337435
202,1006.8981376565202,-6.85409693489396,-8.06913182524478,-4.007021060357337,-4.434127438467453,-5.6346433726061225
203,3226.6258203935504,-4.5279907752015855,-6.190841288224272,-3.2243551048824957,-5.049942434402694,-7.047040973970553
204,998.4885505771355,-6.711700762062734,-5.968180739696452,-5.35804877321057,-3.178408809475835,-6.918763897637108
205,2903.9696327250413,-5.983552167668584,-4.0507397110968855,-5.630207426518545,-3.571246713830407,-5.046088566794328
206,1417.1957490001826,-8.136729445890419,-5.038301640649648,-7.159895293424315,-3.7244844322506827,-8.982362843047477
207,1019.0899571082783,-4.224465046796387,-6.140240262283448,-6.6178134600055865,-5.202450106026623,-8.139442968852013
208,1486.140098819001,-6.621679887755177,-5.571169299520989,-4.061605324715637,-3.0199217123282693,-6.6093561563890635
209,441.5414024296734,-7.41761528116603,-6.015630453345739,-6.364419689883535,-4.34091726470955,-6.343809914667057
210,2566.0867476932813,-5.507955469135952,-8.745910429817002,-4.446525614661434,-5.846728841170337,-7.174076388810416
211,628.4500302967618,-8.008425334798567,-7.007110726104717,-5.898746553524399,-5.982159393823699,-5.256011552387611
212,516.5537681587875,-4.570686455409117,-7.333287778166841,-4.4160139517992345,-5.227443895166669,-5.452121498754051
213,1072.1578585340935,-3.5436031231330016,-8.572924009322989,-7.85230307147725,-5.493639955910741,-8.390532532868406
214,901.77822868623,-6.090889510387274,-8.380731759600518,-6.8720041204908195,-3.2382144212201354,-5.355638560941555
215,1426.5772998584177,-3.8040420514772215,-8.398433762602199,-5.489938459834341,-4.870756192132305,-5.475223256083316
216,487.04402780368184,-4.934253612638011,-8.260561662406682,-8.9123036589102,-3.211306424276743,-8.355213960755693
217,1843.738285030523,-8.576825116000713,-8.088257632419495,-6.755736882275918,-4.365833204027705,-6.361534569995907
218,3206.8216447986524,-7.418010468689939,-5.6110429813926,-3.734619355032285,-3.7035919843619682,-8.373211161367031
219,321.80817463474256,-6.703328193436638,-7.130496309742368,-5.210833100600347,-4.985382014346154,-5.614787398359219
220,1157.755690801507,-3.991547527505406,-6.969329347155751,-6.846609513164816,-3.260910816218738,-8.566532956024396
221,2305.0226897750895,-5.793686515519322,-7.627108298680686,-4.702364092349374,-4.948195088438576,-5.233211542937648
222,671.5693642601497,-3.0848831793892204,-6.858074146940462,-8.525620600108356,-3.9549857105185566,-7.774131505169528
223,1453.6079720176026,-7.8095025976546015,-6.742416110663927,-5.256764106227033,-3.453386933090731,-4.548326646250109
224,2052.277755792148,-5.0316237662480034,-5.47569913574431,-5.2968753705912555,-3.730476556849355,-7.1999304642517785
225,998.5450006139117,-6.549537005357148,-6.128350284411019,-8.206054868215714,-3.7923029206417347,-5.832094908816965
226,309.3153799051241,-3.1115993196273184,-7.0304247349959095,-7.853910764721641,-3.2218074798735423,-7.267438955223335
227,1421.475212960994,-8.516180137467844,-6.234215567887512,-6.3086962858886455,-3.744283627703731,-4.161072155352917
228,3371.865406954256,-4.411745029510134,-7.243152517158997,-7.627415223934106,-4.027234657852668,-8.666738771116364
229,1175.866821319817,-3.2051601355618864,-5.577313308547138,-6.464828796454192,-4.546100040341055,-5.939523533386604
230,562.5698435730919,-4.542888849215504,-4.967357832091814,-8.034247810417838,-5.930369814411627,-8.550856581667068
231,652.8880539732485,-7.4690246556987265,-5.134161293420639,-8.707282967081976,-5.0829803995315155,-4.227118980865094
232,1135.182605862898,-8.568179645194595,-5.864685654912425,-8.847803122631621,-3.9890423175032037,-5.525290681749173
233,1392.6577452646513,-4.145493719546678,-4.308442960506498,-4.947747086644974,-3.327557319693041,-8.333357871831096
234,2504.2703940551987,-7.854777350464735,-8.663020555623142,-3.261910957716755,-3.952153857780636,-8.750483750444227
235,395.57638508027776,-6.011636345800954,-4.880708963753577,-3.8486721481739945,-5.456072663984964,-5.8383041227811106
236,731.3586172188375,-7.657706248145098,-4.572928201023165,-4.294918590421272,-4.143008562365049,-4.304004404037557
237,509.66388021595185,-5.734568222585916,-6.665601229869091,-7.527732706989523,-5.602700204132799,-5.6526982658604545
238,1439.8054235655761,-6.129179755288167,-6.461651659275789,-5.311782910616991,-5.22247642005176,-7.1424544287217
239,1176.2359273039694,-5.748351904656688,-4.02245745831279,-5.863809940335873,-5.6054418850662024,-5.1725473333898355
240,1024.3494424633363,-8.658463239567173,-7.176748723158482,-3.252787945593335,-5.733103912483917,-7.413326660309634
241,1206.5744256544165,-6.948055402655758,-4.512684831919082,-8.601395409072584,-4.191627535127365,-4.021549510538954
242,687.9265745756079,-5.405291436141019,-6.538294603513711,-8.779204269858027,-5.073621231572674,-4.391197023626212
243,1545.5995137831994,-8.943783232671107,-5.6118719140341655,-4.897691629526498,-5.707997374671293,-7.149519860996454
244,1335.6306273216248,-4.957238587195553,-6.705167912672354,-7.753933689177453,-5.9170410842539525,-6.0471225613175505
245,537.643010512594,-5.2539184349666,-4.0547556102659605,-5.773098469164432,-5.103821988680589,-6.889865083640029
246,933.8526136787966,-6.224752619984116,-6.940021080528576,-4.157477614639713,-3.0498190355739587,-7.120950660081947
